# Constructed from biom file
#OTU ID	SRR5831794	SRR5831795	SRR5831796	SRR5831797	SRR5831798	SRR5831799	SRR5831801	SRR5831802	SRR5831803	SRR5831804	SRR5831805	SRR5831807	SRR5831809	SRR5831812	SRR5831813	SRR5831814	SRR5831815	SRR5831817	SRR5831818	SRR5831819	SRR5831821	SRR5831822	SRR5831824	SRR5831825	SRR5831827	SRR5831828	SRR5831829	SRR5831830	SRR5831832	SRR5831835	SRR5831836	SRR5831837	SRR5831839	SRR5831841	SRR5831842	SRR5831843	SRR5831846	SRR5831848	SRR5831849	SRR5831851	SRR5831852	SRR5831854	SRR5831855	SRR5831857	SRR5831858	SRR5831860	SRR5831863	SRR5831864	SRR5831865	SRR5831866	SRR5831867	SRR5831868	SRR5831869	SRR5831870	SRR5831872	SRR5831873	SRR5831874	SRR5831875	SRR5831877	SRR5831878	SRR5831879	SRR5831880	SRR5831882	SRR5831883	SRR5831884	SRR5831887	SRR5831888	SRR5831890	SRR5831891	SRR5831893	SRR5831894	SRR5831895
ef15ca27a81ad0d30137005a1c6dd5ac	24.0	0.0	52.0	303.0	0.0	0.0	76.0	52.0	33.0	541.0	73705.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	788.0	0.0	491.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5149.0	206.0
479cebdae5daea435eab3c64d46812ec	55.0	81.0	0.0	150.0	392.0	119.0	17358.0	1177.0	117.0	224.0	1196.0	84.0	0.0	784.0	186.0	18422.0	0.0	191.0	215.0	429.0	65.0	101.0	61.0	1783.0	105.0	127.0	0.0	534.0	0.0	42.0	255.0	92.0	941.0	1179.0	173.0	661.0	3286.0	1537.0	1262.0	440.0	1621.0	0.0	2894.0	210.0	120.0	0.0	35.0	40.0	0.0	557.0	978.0	0.0	389.0	1470.0	807.0	0.0	4599.0	918.0	599.0	1698.0	179.0	1087.0	245.0	4694.0	0.0	527.0	843.0	247.0	162.0	79.0	40.0	0.0
a6a68194a5ea35ebc50f72b8bcb4fbe8	767.0	1323.0	0.0	372.0	418.0	0.0	67.0	0.0	2046.0	1002.0	0.0	3860.0	1512.0	973.0	892.0	688.0	131.0	395.0	593.0	0.0	291.0	0.0	298.0	599.0	94.0	146.0	0.0	441.0	197.0	323.0	677.0	1147.0	6873.0	5264.0	1478.0	395.0	0.0	13621.0	0.0	192.0	412.0	0.0	145.0	3495.0	295.0	369.0	2063.0	7074.0	5344.0	404.0	227.0	123.0	197.0	0.0	64.0	194.0	0.0	1671.0	393.0	294.0	676.0	814.0	2846.0	272.0	445.0	2105.0	0.0	366.0	440.0	243.0	0.0	0.0
77e2f1f65a8124ec613ace19c191c5a1	72.0	0.0	5125.0	0.0	146.0	0.0	1098.0	449.0	87.0	142.0	116.0	44.0	0.0	0.0	3324.0	16473.0	0.0	134.0	74.0	591.0	1981.0	19.0	0.0	271.0	0.0	0.0	0.0	154.0	0.0	0.0	101.0	0.0	0.0	2668.0	0.0	382.0	0.0	238.0	0.0	0.0	141.0	42.0	140.0	902.0	567.0	0.0	0.0	20.0	3.0	3273.0	0.0	25.0	0.0	10157.0	329.0	0.0	1878.0	3601.0	116.0	36.0	1042.0	11466.0	0.0	6048.0	204.0	0.0	381.0	235.0	0.0	58.0	0.0	0.0
7e00bdb47a423f5110a768a579c2b8fc	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	401.0	61227.0	924.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	2371.0	0.0	0.0	48.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	299.0	0.0	0.0	0.0	0.0	112.0	918.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	7539.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0
677d3b3b30cb0bbf759eed5682df3c51	209.0	133.0	0.0	75.0	59.0	604.0	271.0	0.0	0.0	16305.0	6750.0	101.0	0.0	7767.0	433.0	9424.0	92.0	0.0	82.0	0.0	54.0	1414.0	144.0	394.0	88.0	0.0	1293.0	80.0	55.0	55.0	0.0	334.0	0.0	229.0	143.0	265.0	98.0	685.0	141.0	48.0	734.0	30.0	78.0	129.0	75.0	363.0	0.0	144.0	0.0	260.0	2360.0	47.0	898.0	1163.0	67.0	82.0	420.0	1764.0	97.0	51.0	48.0	1390.0	153.0	265.0	0.0	0.0	142.0	16.0	13604.0	138.0	0.0	0.0
dada47fd11b5f0a8c787ca09c311cda2	124.0	265.0	1861.0	162.0	100.0	426.0	1045.0	151.0	6944.0	337.0	91.0	38.0	4305.0	934.0	715.0	13906.0	105.0	224.0	122.0	1859.0	1463.0	109.0	112.0	380.0	114.0	56.0	3739.0	0.0	113.0	134.0	130.0	159.0	169.0	2275.0	100.0	224.0	108.0	474.0	235.0	763.0	448.0	177.0	960.0	795.0	127.0	191.0	62.0	155.0	75.0	3493.0	1126.0	162.0	3383.0	2521.0	489.0	56.0	2357.0	1563.0	129.0	519.0	153.0	2815.0	0.0	1433.0	120.0	120.0	778.0	63.0	836.0	0.0	181.0	80.0
f47837073b6cc21b51c7212c3bdd5189	275.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0.0	153.0	0.0	0.0	0.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	3010.0	0.0	0.0	0.0	60380.0	0.0	98.0	0.0	0.0	0.0	1345.0	0.0	0.0	34.0	0.0	0.0	269.0	1034.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	140.0	0.0	1781.0	0.0	0.0	0.0	0.0
9fc95cb85b7ce6474cbe2f3d06403104	294.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255.0	0.0	253.0	0.0	0.0	0.0	434.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	66.0	0.0	0.0	108.0	4381.0	0.0	0.0	0.0	55904.0	118.0	206.0	0.0	0.0	94.0	1575.0	0.0	0.0	0.0	0.0	0.0	335.0	1518.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268.0	192.0	0.0	2009.0	0.0	0.0	0.0	0.0
62830fd84f993a6bdf65ca619ccba9c0	0.0	0.0	0.0	324.0	149.0	0.0	0.0	0.0	29795.0	1156.0	343.0	0.0	22004.0	774.0	39.0	218.0	0.0	0.0	0.0	0.0	926.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	1019.0	0.0	0.0	61.0	0.0	103.0	0.0	287.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1031.0	0.0	0.0	970.0	62.0	5236.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0
f37cd0d0154123c27919cfc65bba14a4	0.0	0.0	3850.0	0.0	0.0	307.0	0.0	0.0	351.0	0.0	0.0	41.0	436.0	462.0	224.0	23158.0	0.0	0.0	0.0	1205.0	0.0	0.0	755.0	367.0	0.0	0.0	0.0	0.0	154.0	118.0	0.0	0.0	443.0	1858.0	0.0	172.0	3290.0	52.0	0.0	0.0	300.0	0.0	1583.0	432.0	168.0	0.0	44.0	0.0	0.0	190.0	246.0	0.0	301.0	1038.0	73.0	0.0	5921.0	12743.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	2537.0	0.0	36.0	0.0
528c02d6b32f929bda45f1fb0a5ea8ca	67.0	137.0	38.0	93.0	356.0	78.0	14018.0	764.0	96.0	251.0	613.0	46.0	0.0	585.0	146.0	16157.0	45.0	160.0	181.0	178.0	49.0	69.0	72.0	1153.0	118.0	112.0	11.0	503.0	71.0	31.0	229.0	61.0	821.0	721.0	147.0	508.0	1868.0	1528.0	542.0	299.0	1497.0	0.0	1853.0	197.0	120.0	0.0	0.0	54.0	0.0	421.0	724.0	84.0	257.0	1009.0	663.0	0.0	2469.0	676.0	543.0	981.0	199.0	970.0	200.0	3366.0	41.0	356.0	468.0	252.0	171.0	104.0	31.0	0.0
c14bc664d2c15a2f85c795776975fe54	51.0	0.0	0.0	47.0	49.0	585.0	0.0	0.0	0.0	2728.0	868.0	0.0	0.0	7736.0	140.0	4403.0	0.0	511.0	107.0	3790.0	172.0	51.0	153.0	338.0	187.0	0.0	2718.0	51.0	0.0	0.0	87.0	0.0	37.0	161.0	84.0	73.0	62.0	453.0	273.0	1126.0	193.0	80.0	18027.0	103.0	0.0	74.0	0.0	7900.0	49.0	0.0	1310.0	89.0	389.0	1384.0	135.0	0.0	132.0	1371.0	127.0	285.0	0.0	97.0	108.0	70.0	28.0	0.0	243.0	0.0	72.0	0.0	0.0	0.0
abb2d53b3d8cc2d7479c62da7e87c47a	0.0	64.0	0.0	76.0	114.0	142.0	2186.0	146.0	963.0	4485.0	18328.0	47.0	583.0	403.0	100.0	6995.0	35.0	749.0	200.0	110.0	0.0	1581.0	47.0	1470.0	0.0	0.0	0.0	80.0	0.0	67.0	2046.0	0.0	42.0	329.0	53.0	147.0	3067.0	399.0	698.0	518.0	782.0	46.0	131.0	63.0	102.0	2079.0	0.0	133.0	0.0	0.0	1916.0	0.0	312.0	407.0	212.0	0.0	523.0	402.0	182.0	423.0	31.0	310.0	155.0	1492.0	0.0	0.0	483.0	0.0	379.0	35.0	0.0	0.0
4c07df85fddcf0ed599e4c2674f624fe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	48876.0	0.0	29.0	0.0	0.0	3085.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	529.0	0.0	378.0	0.0	0.0	62.0	387.0	71.0	462.0	147.0	111.0	0.0	373.0	0.0	129.0	0.0	0.0	45.0	0.0	0.0	491.0	35.0	92.0	25.0	0.0	0.0	345.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79a58fe3e5d68c97e5fd6fd6905c68c9	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	54516.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	901.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4f55bffc28f126670a72064a62702263	991.0	174.0	0.0	4271.0	15039.0	238.0	83.0	0.0	0.0	1445.0	0.0	595.0	0.0	1307.0	686.0	437.0	134.0	651.0	515.0	89.0	0.0	0.0	411.0	376.0	0.0	0.0	0.0	0.0	262.0	356.0	87.0	2119.0	4379.0	0.0	127.0	339.0	0.0	981.0	0.0	308.0	571.0	0.0	95.0	0.0	0.0	297.0	0.0	377.0	0.0	4708.0	3345.0	262.0	321.0	163.0	0.0	419.0	536.0	2571.0	52.0	0.0	72.0	521.0	111.0	216.0	59.0	3228.0	0.0	219.0	544.0	111.0	0.0	0.0
c7fec40764bf59edc62667cd19b9c5cc	203.0	36.0	986.0	0.0	62.0	2278.0	1386.0	83.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	18293.0	0.0	0.0	0.0	0.0	9466.0	0.0	68.0	69.0	0.0	0.0	0.0	0.0	220.0	264.0	0.0	234.0	140.0	0.0	0.0	1203.0	368.0	789.0	0.0	91.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	114.0	79.0	0.0	0.0	0.0	57.0	13846.0	3749.0	0.0	0.0	0.0	110.0	0.0	103.0	0.0	0.0	0.0	82.0	0.0	22.0	0.0	0.0
